0.5984031	-5.262136	-18.087257
9.759707	-2.2795243	-7.2742004
10.362164	-3.132142	-7.4696574
8.143699	-0.2998275	-11.6857605
9.323577	0.52311337	-12.82989
-8.565507	0.12126588	18.47937
-9.992727	5.8596725	26.092812
-10.05993	7.1158843	22.600883
-6.794318	7.1506724	29.699396
-5.5020943	6.891938	22.111855
-4.6223598	3.9427052	28.085947
-5.630384	5.770014	22.487381
-5.4752326	4.8199058	25.4936
-5.3903117	4.0005054	23.22165
-4.8372974	3.6617343	25.639982
-6.332752	4.1921577	27.202877
-5.971254	2.751195	17.55585
-10.283091	1.31421	18.785141
-3.5327404	4.456019	25.742094
-10.093759	1.6189264	17.442905
-2.5278935	6.5590563	27.736391
-7.642112	2.8060017	18.242785
-3.1297052	4.2855973	25.6547
-2.6190856	6.527113	27.788208
-6.6053047	5.716738	26.018618
-6.783953	7.146993	29.691032
-9.119093	3.5658119	18.87398
-5.9152627	2.5524273	18.453253
-1.2307963	7.060788	28.416952
-4.37339	4.7636886	22.836397
-6.3772054	-0.7296529	22.409529
-7.811269	6.6513057	23.518105
-8.450317	4.259075	26.562796
8.590447	-0.45373744	-14.129688
6.955451	1.6325301	-16.346392
10.450889	-8.582229	-7.3958683
1.6529802	1.928082	0.94226396
-3.1898499	-3.3949244	-8.453715
-1.7604884	0.58365893	-9.727931
6.0160055	0.11246327	-15.83734
16.57873	6.4461927	-0.24771242
5.6755104	1.0256981	-16.27663
17.13146	5.7861667	-0.12333528
9.185347	6.5282593	-0.52999914
-4.2096286	-16.842388	-2.9132962
-4.2096286	-16.842388	-2.9132962
-4.2096286	-16.842388	-2.9132962
-0.57011664	7.3689246	-5.122625
-4.2096286	-16.842388	-2.9132962
8.584383	6.571865	-0.28510892
-4.2096286	-16.842388	-2.9132962
-1.0468843	5.5753865	-3.464904
-2.7201984	-0.32421005	-6.842068
4.380492	-1.6737839	-7.46024
4.8427773	-1.4853619	-7.813726
4.6620126	-1.1627457	-7.3218727
4.1376615	3.7439778	6.983784
9.1158495	-0.763091	1.8678817
9.597041	-1.1963432	1.4268956
6.241726	2.0731812	0.5690411
7.9816155	1.7324206	0.027432451
9.1158495	-0.763091	1.8678817
8.663425	-2.0734625	2.2263167
4.876118	2.1481655	-6.999278
-0.95058966	-14.798604	0.37340826
-1.1249789	-14.234216	0.019009639
6.501007	2.4628422	-7.5879083
3.7089787	-2.4919221	-12.571721
0.88490796	-3.473943	-5.689804
0.88272244	-3.4613948	-5.716764
0.22195476	-0.5886155	-8.19372
3.7127664	-2.4767764	-12.559629
1.2218683	-3.5707867	-8.949757
20.451721	1.1328698	-7.0677433
21.613174	1.4108251	-7.3966656
20.773216	1.2660849	-7.886474
4.849233	6.6127987	5.7150087
4.817894	3.6281552	-0.106625095
9.053328	0.053991925	-13.759519
18.873146	3.1560512	-3.8387625
1.0693672	2.6531184	-10.301278
-2.1178963	5.271967	-10.910323
6.7884874	2.1674576	-7.8556666
22.003181	3.4886642	-6.080335
-1.2842593	3.886025	-10.414668
0.15805085	11.096661	7.9886737
-0.13904521	1.261113	-8.048354
2.5480814	5.455977	-3.8427951
5.1603165	0.76735103	-17.942755
-8.775089	5.8176007	-10.606728
-18.083817	4.8356895	-12.518152
-19.084358	0.4030761	-9.622454
-18.448978	4.0376043	-8.533694
-17.303282	4.3654647	-12.300593
-15.813198	2.692175	-6.580591
-17.65254	1.5857072	-9.5531435
-16.494404	0.4268597	-10.00919
-13.686504	9.894291	-11.980287
3.348015	3.3835258	5.722271
3.9799392	4.670129	6.399873
3.541844	2.9851508	6.277371
-20.343384	5.260645	-7.927123
-2.1276321	5.271673	-13.903223
8.329477	-12.004495	-11.385075
7.982416	-12.3591175	-12.257861
6.7015896	-11.748193	-15.660351
0.7938435	-0.22657804	4.9414654
11.48346	-9.265715	-13.998732
7.193683	-12.238571	-11.706359
6.3324475	1.1068343	-10.304843
18.024717	0.61366147	-4.271286
-5.2922072	0.8492788	-14.0761385
16.418055	5.8226857	-4.0365257
1.1716672	-3.4769084	-9.031714
8.973357	-7.053758	-3.2457418
2.6828763	4.1547403	-2.7618039
-9.519098	6.7083354	-11.71793
14.47784	1.0095949	-2.8908806
-19.478922	3.3435857	-7.8708243
2.2539444	1.0830721	-6.528708
4.661651	1.3780923	-15.492205
15.167312	4.8193502	-3.715269
1.7385403	3.2469883	-5.2243185
0.45814884	3.7108607	-11.856721
1.0044392	7.783358	-1.5047417
4.4048867	-1.7428288	7.8996243
6.5422688	-3.2499144	7.2853074
6.713551	-2.9147644	6.832143
-13.717861	2.4659445	-4.525781
-1.6703099	-15.63039	10.484961
-12.566147	-17.321402	-0.5056243
-2.7892747	-15.125211	9.543886
-5.845782	-11.760674	4.6918926
-15.42349	-16.065477	1.110235
-5.1762676	-13.06718	3.403186
-2.6613438	-16.489714	8.969448
-13.261051	-15.941184	-0.37571752
-6.0098953	-11.392572	3.415802
-14.178842	-17.294477	-1.2280818
-0.7786481	-16.587008	9.902136
-15.796653	-17.423983	1.5146453
-15.766074	-17.309248	0.01259464
-14.236242	-19.050667	0.67968833
-4.7998466	-12.24753	5.803914
-14.9999895	-18.439457	-0.54490054
-3.1006756	-12.999933	4.3550696
-4.5354443	-18.518063	4.016559
-14.065626	-15.850426	0.876772
-14.180732	-17.525436	1.2843372
-5.9790487	-13.044263	4.6522408
-4.2812123	-18.356112	2.4126394
-0.66060865	-15.503931	9.106812
-3.0378895	-11.853147	3.8639996
-14.119569	-17.327452	0.22329536
-13.418861	-19.01355	1.8593789
-4.1347766	-19.948196	2.3565454
-3.0036495	-19.160093	2.1273556
-1.6703099	-15.63039	10.484961
-6.420987	-12.728203	3.3134887
-1.5228672	-14.552016	9.536847
-14.726687	-16.730543	2.4147673
-4.6432734	-12.274632	3.9694042
-2.920609	-16.191843	10.298971
-3.387733	-19.426304	4.4844794
-14.947015	-16.143223	-0.40993053
-14.774276	-18.360283	2.3473797
-4.0286736	-12.744149	2.5670161
-5.456461	-12.083134	2.5135286
-4.2812123	-18.356112	2.4126394
-1.9151739	-15.574683	8.5457945
-1.3729022	-16.736668	8.722484
-4.737694	-13.479769	4.6310635
-12.66813	-16.726437	0.98301667
-13.363028	-15.947352	2.152724
-3.3077302	-11.820952	5.487308
-5.60818	-13.556315	1.985951
-4.5354443	-18.518063	4.016559
-5.266001	-19.381609	2.9738991
-4.801061	-11.119339	4.060881
-12.636038	-18.175068	0.8785131
-4.3533964	-20.09642	3.745507
-3.0070682	-18.36581	3.4462636
-3.0263255	-19.966234	3.2533882
-13.111035	-17.499763	2.4225347
-5.9773183	-14.312754	3.70199
-3.0070682	-18.36581	3.4462636
-13.401681	-18.657082	-0.40316728
-1.9591472	-17.117298	9.920299
-4.1935973	-14.149114	3.2227461
-15.623583	-18.770433	0.9185837
-7.8071675	-12.205637	4.392476
-4.326541	-11.149053	2.51932
-8.146022	-4.8937287	-2.7045803
-17.337788	4.126857	-9.660591
-18.610418	2.9372447	-10.378825
-18.16158	5.328519	-8.954636
-11.7014	8.292458	-13.281898
-6.5033364	-4.8212566	-2.8024507
-7.1732635	6.909465	-12.230371
-7.297543	-6.2815633	-2.7420905
-9.106888	8.894415	-10.662098
-13.424818	5.1062336	-8.054188
13.857064	1.9679971	-2.1128044
-16.090506	2.8789568	-9.76923
-6.6119714	-6.879456	-1.0745443
-17.112526	0.9116696	-12.060975
-14.691109	11.967986	-10.16322
-14.492031	2.9393682	-13.865067
-11.115865	8.144964	-12.473076
-17.21556	0.40637004	-8.0670805
-13.398727	7.601984	-6.3999677
-11.8005705	8.208048	-9.461181
-14.692273	11.967308	-10.1623745
-10.613828	8.339551	-13.563067
-9.873341	3.1111705	-10.651679
-5.950827	-6.7517433	-3.495829
-7.1661825	-6.077842	-1.0675987
-15.85412	6.4650807	-8.479626
-6.621732	-6.43819	-0.2925349
-10.921114	6.3700447	-10.854259
15.23285	1.962087	-4.711485
-18.944517	4.3694677	-9.559397
-10.842485	5.7127843	-9.814799
-6.8453426	-5.5843773	-3.4131954
-13.30923	7.7096634	-6.753316
-10.999822	7.288145	-8.232049
-16.794205	1.959431	-10.401231
-16.599663	5.43119	-11.237871
-13.340396	5.4300957	-9.259167
-18.217072	7.5665154	-10.032366
-11.4295225	6.4806013	-12.931689
-11.995871	7.7938657	-7.633258
-10.536709	7.203717	-12.231268
-13.660249	3.9284208	-8.241889
-5.757557	-2.2830837	4.982173
-6.441398	-5.5448327	-2.44102
-9.04479	9.057682	-10.039429
-15.332134	8.175652	-9.291589
-3.8799844	-4.8333745	5.8195662
-10.418848	4.7679696	-11.116444
-4.7406497	-5.224809	3.6248834
-5.968344	-3.1955423	6.6767244
-1.8034472	-6.9237614	2.5532393
-4.048512	-2.127626	5.044904
-1.4705677	-1.807472	-2.3912795
-3.320996	-6.4184117	3.5552344
-4.0982614	-3.3585687	5.228596
-7.770412	-2.7395935	4.5934463
-18.278366	5.128219	-10.9459095
-7.1391344	-2.9926176	4.9305277
-13.495794	2.5675282	-6.472537
-3.7702825	-6.2836194	2.9574256
-3.214013	-2.4168093	4.362031
-4.607408	-4.65218	6.4242797
-16.969107	3.6861715	-13.557532
-3.7553737	-3.7484396	4.247694
-9.699755	3.972566	-12.267256
-16.604458	2.0281744	-9.09112
-13.920209	3.7813532	-11.283055
-4.891368	-3.6403368	4.3787065
-14.5527315	5.601296	-9.962491
-2.5979056	-2.4456244	-1.9084997
-19.372458	2.4558756	-9.06445
-16.396114	3.5422006	-8.142821
-7.7501407	6.155485	-11.028471
-9.982551	9.370077	-8.563593
-1.1432427	-2.2850533	-1.8229784
-0.73472136	-0.17610298	-2.597592
-7.472591	-6.970866	-0.6735114
-16.599663	5.43119	-11.237871
-15.5554695	3.5872958	-7.0009546
