	tsne1	tsne2	tsne3	cluster
665	10.694414	31.396751	22.389954	2
666	-31.27293	51.41705	-0.24235073	6
667	60.50754	-2.9907916	79.04752	4
668	8.83234	2.582125	-24.210114	0
669	-23.59171	49.98885	27.737917	1
670	16.736605	11.504138	-1.5214641	0
671	-0.84224486	-24.920624	12.1755295	3
672	5.382976	-42.08867	84.13678	4
673	19.884691	4.478909	-25.700352	0
674	51.097275	45.65514	-14.99218	2
675	27.577955	26.527678	28.767126	2
676	62.93038	64.85086	-19.590008	2
677	26.365313	-7.7609243	-20.899918	0
678	21.523674	19.69864	22.116165	2
679	-47.899124	41.46861	-34.38206	6
680	-57.486446	-1.277911	48.84419	1
681	12.570325	59.43231	-65.94878	6
682	-4.3760366	-5.4063544	-28.234606	0
683	-51.44475	-19.498276	-3.7849243	5
684	-15.118495	-16.687801	17.432081	1
685	-41.006664	5.1993327	23.032143	1
686	-31.638363	-25.232082	23.83122	3
687	-30.99312	-23.567331	41.469868	1
688	-26.550947	-9.331026	20.375267	1
689	15.748296	-27.469643	-3.8246522	0
690	-21.24589	-13.436022	30.986942	1
691	-37.917706	-9.7421	26.208427	1
692	-53.009064	-6.4201508	15.48278	1
693	-25.143908	15.598337	-4.088278	1
694	70.09435	-23.297707	-55.99727	0
695	-57.053764	-36.812027	-14.656187	5
696	74.81057	-20.655912	-62.815495	0
697	-72.67124	68.17667	-1.2918807	6
698	3.3885121	87.077255	-24.672255	6
699	25.003193	48.368397	-53.458168	6
700	58.80874	11.954329	7.9856186	2
701	61.70152	21.858654	-22.703768	0
702	-48.570625	45.528103	-16.351725	6
703	49.58481	27.14011	-21.770273	0
704	10.504394	94.00609	-6.930402	6
705	-39.859787	72.23388	3.6191423	6
706	-57.654713	38.538944	-45.946007	5
707	-8.2439995	90.09357	6.697334	6
708	5.5099545	68.51189	5.4846	6
709	-20.338108	39.686626	41.859325	1
710	-45.641426	54.89422	-8.040965	6
711	66.294266	10.380365	-30.978704	0
712	9.156922	13.745344	8.897077	2
713	0.68496984	95.520065	8.3372135	6
714	7.945831	94.276764	6.6854353	6
715	24.05809	47.055073	-66.79576	6
716	12.2341175	86.13267	-2.5342517	6
717	51.007744	21.00737	-17.69667	0
718	14.953646	78.642654	-1.8242171	6
719	18.6929	-52.475952	28.422987	4
720	77.81925	24.782068	-43.487232	0
721	-4.232962	43.908054	32.64932	1
722	77.39487	27.029161	-35.858356	0
723	43.014572	19.208397	7.3301764	2
724	51.482086	22.68232	12.8484955	2
725	-39.070297	52.102154	-54.73508	6
726	37.872406	16.798645	24.09782	2
727	-55.074722	92.28985	-8.001641	6
728	37.154224	20.878609	1.5782624	2
729	-36.606647	81.0997	-27.660799	6
730	-55.911674	40.446377	31.76827	1
731	68.59023	23.453983	29.52118	2
732	49.799953	59.504715	39.895645	2
733	-39.151333	3.6036658	33.865242	1
734	-21.798962	32.244583	-59.9969	5
735	75.17298	-19.999506	47.348686	4
736	83.17836	-20.164852	52.89758	4
737	83.39978	-13.280812	56.005558	4
738	34.513386	-3.4016788	37.148357	4
739	30.571535	-9.676926	78.36364	4
740	27.838612	-22.527649	-3.0815117	0
741	-14.434845	-55.67153	-15.114571	3
742	92.92561	-1.9205154	-26.433472	0
743	97.423744	12.458772	-27.104721	0
744	90.93346	-2.7948794	-38.9637	0
745	96.52056	2.8292658	-32.372005	0
746	18.34321	54.07989	-59.430477	6
747	-76.87046	39.81065	9.925406	1
748	-71.28741	33.410267	6.4808884	1
749	33.95241	39.072628	-9.894074	2
750	-16.252792	93.955605	-36.451828	6
751	-9.42957	86.368195	-34.096478	6
752	-18.461834	100.985634	-33.51247	6
753	-18.736872	55.86939	-18.51375	6
754	-28.837013	68.10323	6.117307	6
755	-33.952282	60.316425	14.282617	6
756	-3.1531427	65.36695	-57.084137	6
757	-38.168808	-58.325047	10.117376	3
758	-37.18301	62.206833	1.7739018	6
759	-31.188017	-54.882175	31.232769	3
760	-48.0077	-79.558395	40.38193	3
761	-40.686855	-71.06502	-45.98911	3
762	-35.22591	-75.319046	-54.20025	3
763	-49.07894	-63.55465	-49.004253	3
764	11.973558	14.277616	-17.279093	0
765	87.02848	4.4183965	-23.559048	0
766	99.69067	-3.450086	-19.050642	0
767	-39.17621	-14.458025	58.694786	1
768	-35.370476	-12.836463	65.33817	1
769	-41.572243	-45.595524	-19.542276	3
770	-9.397393	-3.705532	65.66872	1
771	1.6850222	22.044683	51.583275	1
772	-48.137684	38.793606	41.51209	1
773	9.262949	33.32832	-9.100732	6
774	1.4931915	8.637637	37.028294	1
775	-15.172832	21.028725	16.62406	1
776	58.407185	41.611084	24.134903	2
777	-27.059404	-52.04186	-2.4533746	3
778	-82.87627	31.824903	10.444273	1
779	-71.195274	36.813404	18.396355	1
780	-44.65819	-94.39932	-20.464806	3
781	-16.939028	-51.82491	-32.822197	3
782	-59.417923	-95.14386	-6.590329	3
783	-4.3882747	-11.574099	32.128956	1
784	-46.21094	41.038944	51.604874	1
785	2.7353344	-11.865744	23.341206	4
786	-53.68326	-96.0691	-11.5029335	3
787	-46.762177	-80.09109	-7.6494875	3
788	-57.74833	-79.58657	-18.730782	3
789	-54.399197	10.577467	9.18669	1
790	-45.667423	-81.69745	-40.06054	3
791	-57.875584	-4.979342	34.350082	1
792	-48.25061	-4.5396357	32.820656	1
793	44.30577	23.502937	38.204712	2
794	-79.99985	17.400316	8.810279	1
795	-27.40946	-28.534185	-23.417109	5
796	-51.826584	-69.798515	-15.06952	3
797	-53.818344	-30.542435	67.42492	1
798	-61.477165	-31.66555	61.503376	1
799	-34.40218	33.925823	33.38622	1
800	24.832138	-56.537495	-33.496902	0
801	-53.290554	-23.559832	49.727398	1
802	-45.985855	100.90879	4.003618	6
803	33.18636	-43.05529	-23.855871	0
804	-39.981934	-14.739902	46.873024	1
805	8.420423	-35.620354	-92.62457	0
806	-74.34639	24.10716	14.2546015	1
807	-80.249794	39.46949	20.888805	1
808	-79.64509	30.593744	21.072277	1
809	-56.65477	-22.322716	63.3643	1
810	-49.470425	-23.354767	39.525906	1
811	1.1169931	52.420044	0.22856781	6
812	19.427883	48.51455	-19.793354	6
813	-20.630592	83.18104	7.4130063	6
814	-5.024592	55.325882	-11.182862	6
815	-26.680311	24.690706	-77.72515	5
816	-97.01795	-11.18171	-21.783773	5
817	1.7841033	58.971565	-29.591372	6
818	9.637965	52.239845	-9.013214	6
819	4.005758	65.35569	-26.630468	6
820	-72.46766	7.7595844	10.036616	1
821	14.887532	56.500313	-12.537871	6
822	-6.1963143	39.661415	-58.490795	6
823	-43.24953	-24.728477	9.146837	3
824	16.306396	3.3294127	9.664836	2
825	-68.98902	-47.206306	-1.9970037	3
826	2.5872777	-94.77454	26.62341	3
827	7.724196	54.772663	19.204264	2
828	38.305065	-11.689209	-13.211064	0
829	15.043299	-11.554904	-17.89509	0
830	29.870401	-23.748049	31.187695	4
831	24.445637	-45.369278	-5.627202	0
832	6.6366277	-14.026806	6.48616	4
833	4.3222756	-4.4892926	-11.743271	0
834	4.132313	-22.598677	-0.75124794	0
835	2.381204	-3.8820329	12.990279	1
836	28.209137	-9.834345	20.804098	4
837	13.737829	-22.60988	7.5608234	4
838	23.662888	1.9544991	17.96491	2
839	6.3807673	-2.9624624	0.47279036	0
840	23.984112	-16.691992	14.781887	4
841	54.80106	-46.778816	-69.893906	0
842	48.067448	-41.560204	-72.03375	0
843	16.309622	-39.698902	-10.936527	0
844	-22.721704	1.513471	-57.53571	5
845	38.238678	22.061384	46.583797	2
846	-11.391542	-42.541885	59.356956	4
847	-27.555363	11.186462	8.962994	1
848	-1.289268	-38.353397	19.884462	3
849	13.7528	38.91365	-25.970488	6
850	9.200963	-15.414495	-4.26751	0
851	41.13772	-6.8216486	8.501602	4
852	21.887676	-23.68187	25.003143	4
853	34.378727	-17.921646	18.021366	4
854	46.562416	-49.790474	-69.37383	0
855	11.310376	-20.523531	18.179852	4
856	20.305439	-8.884699	6.2589	4
857	51.291985	-18.397747	-69.73767	0
858	-22.567719	1.1082664	23.27341	1
859	-4.2601776	-18.153992	1.432505	3
860	-18.000359	-2.6406476	6.8744564	1
861	-36.376167	-20.569822	-41.116276	5
862	16.385904	-9.093946	20.388584	4
863	9.3654	41.948467	-53.616875	6
864	30.279139	-72.23458	-41.446545	0
865	-6.85198	-0.94922304	20.354334	1
866	-40.381397	17.654388	52.374638	1
867	54.661682	37.91508	49.455082	2
868	38.34367	44.70135	27.328203	2
869	42.714565	40.73863	-56.533314	0
870	13.76005	18.97228	35.208565	2
871	31.2232	10.034295	-7.6192727	0
872	23.575941	33.193333	15.358069	2
873	-0.0013111102	47.706383	-51.805313	6
874	22.490425	25.508387	7.281011	2
875	32.31623	28.367516	-45.94515	0
876	-39.241085	71.0725	12.754971	6
877	27.80746	53.390285	1.3470224	2
878	26.948896	41.773643	25.06103	2
879	3.128306	35.79446	15.179159	2
880	43.92077	31.520668	21.967937	2
881	-10.756343	-20.032158	88.48936	1
882	-67.16154	8.152916	-76.60691	5
883	12.416679	-1.0057925	30.405308	4
884	41.86597	46.27966	11.880025	2
885	22.693941	38.84456	1.5345293	2
886	-8.518473	90.09662	-22.183653	6
887	27.615694	-29.030872	10.88984	4
888	2.5761685	36.694363	32.17219	2
889	-28.841469	29.037556	16.898651	1
890	24.500658	48.533165	15.052113	2
891	22.658398	59.886482	8.143752	2
892	9.391516	40.786007	9.100242	2
893	33.35275	26.480227	12.666263	2
894	32.279922	11.767681	9.642393	2
895	33.644333	35.612026	20.436697	2
896	-0.1432651	55.135166	-50.305832	6
897	13.501684	35.62693	31.800709	2
898	46.655376	-8.809251	42.1775	4
899	-42.588295	72.30719	-22.426813	6
900	-21.942167	-38.70631	79.38049	1
901	-10.529979	50.29742	-49.69682	6
902	56.759228	-3.5449004	47.895493	4
903	-16.7014	43.46109	-24.292572	6
904	-55.82645	71.922714	28.161644	6
905	-41.72537	78.57335	-9.955589	6
906	-7.1022387	26.048363	38.704983	1
907	0.60271275	69.23708	54.78838	2
908	25.564924	50.129765	76.26137	2
909	29.44827	78.13991	36.80513	2
910	-38.409218	78.27268	27.940208	6
911	-47.689926	84.43577	-16.13195	6
912	-14.232413	11.048878	-90.38783	5
913	67.65107	5.658553	-72.63288	0
914	27.412685	63.76651	70.45898	2
915	10.593897	69.17451	51.513954	2
916	55.923805	-19.04148	-25.89047	0
917	38.1483	-15.310937	3.2106383	4
918	-5.83558	50.154163	14.661581	6
919	-3.71031	31.081802	-91.14866	5
920	45.631264	12.457793	-2.801254	2
921	-38.996517	12.837884	-80.151726	5
922	-38.606293	45.54431	16.622198	1
923	-23.252892	23.512205	23.54255	1
924	-70.201935	-3.4751847	-0.9300879	5
925	-33.08798	-2.1085193	-86.18123	5
926	-12.367278	6.008517	8.616114	1
927	-46.45727	64.67441	6.0891404	6
928	-28.51698	79.57373	1.4537624	6
929	-54.28277	41.719364	-3.7072735	6
930	-48.35513	66.55218	-15.942345	6
931	-10.551878	70.902824	-56.21293	6
932	-4.621232	59.12779	7.736048	6
933	28.459782	1.031279	-40.166054	0
934	-57.10883	69.22897	8.902072	6
935	-42.945854	-10.794695	-12.90126	5
936	-46.739246	64.64517	18.507803	6
937	-38.0719	14.260795	-89.354225	5
938	-22.391262	24.068026	-53.960278	5
939	-21.606955	53.256104	9.906859	6
940	-29.00285	10.053134	-89.12063	5
941	-18.090332	83.75245	-7.4332294	6
942	-35.589664	82.276726	10.945846	6
943	-60.723747	46.714775	11.007316	1
944	-18.549461	2.688257	-78.11396	5
945	-15.853367	60.838432	-7.0405703	6
946	14.742859	-16.760395	-80.694695	0
947	-27.900255	50.42581	-62.40077	6
948	-13.312171	11.329954	-78.40619	5
949	-14.624519	62.32335	10.087299	6
950	-64.55696	44.5578	35.369053	1
951	-14.357774	-17.689991	-12.222798	5
952	-29.387764	65.67773	-26.682615	6
953	-43.122704	67.73093	-4.3836026	6
954	2.802812	72.34171	-4.130226	6
955	-29.567581	4.3167987	-79.645874	5
956	22.557695	-33.75514	52.672485	4
957	-85.29631	0.19575095	40.58697	1
958	6.118108	-31.88407	88.2451	4
959	-49.26181	91.40572	-23.206573	6
960	78.663055	24.489395	25.589186	2
961	-28.391897	92.726494	26.880844	6
962	-0.7009965	43.572018	-40.697666	6
963	10.415532	-21.18854	75.87073	4
964	-34.61547	94.09242	20.649982	6
965	31.98599	8.766637	-95.9879	0
966	11.927023	-23.917606	50.81005	4
967	-49.945805	70.0615	37.895393	1
968	-57.669342	84.47758	48.780487	1
969	-52.156593	75.0274	-31.534515	6
970	-16.536198	65.01848	-36.559452	6
971	-57.95234	83.14758	40.950775	1
972	60.093044	31.445616	43.463547	2
973	-64.50204	65.854225	30.907747	1
974	2.7468848	6.5170045	57.234856	1
975	35.26795	61.96737	62.60457	2
976	21.988142	-9.692755	33.276615	4
977	19.544903	53.187164	57.59523	2
978	1.4412751	-28.364773	60.041607	4
979	-33.591026	48.42377	66.37131	1
980	58.933765	55.602036	71.02989	2
981	19.162334	20.771006	70.7639	2
982	48.93741	50.363583	59.320614	2
983	55.095146	45.942356	70.02958	2
984	-23.276102	-26.74198	-8.425157	3
985	-29.580845	75.58273	-13.622251	6
986	2.4952326	9.214971	-30.21227	0
987	101.50432	2.0573921	5.847135	2
988	-48.80805	78.59363	2.3015873	6
989	-13.320132	22.35151	-15.1133175	6
990	55.09103	31.657314	60.522892	2
991	31.589201	-1.8525798	1.5227197	0
992	-9.631951	12.634256	31.093971	1
993	22.860731	24.799257	-9.845881	2
994	51.224518	-28.800196	36.982502	4
995	14.482541	-14.107986	100.03783	4
996	35.789276	-42.764885	43.755676	4
997	40.96728	-13.743885	83.69823	4
998	-59.933098	16.082375	42.38043	1
999	29.917612	91.72837	17.0283	2
1000	-21.400852	29.97868	57.705486	1
1001	-1.9132217	45.028538	52.20179	1
1002	20.69747	-20.241587	39.09514	4
1003	-20.080418	-7.267693	52.150887	1
1004	-66.144295	24.731909	37.454723	1
1005	-14.091693	1.0524	87.9036	1
1006	49.74177	34.860744	-37.927826	0
1007	38.08672	0.540505	18.68681	2
1008	38.344254	-35.292767	61.979797	4
1009	80.2988	-19.782074	25.621885	4
1010	53.59923	44.361343	86.646065	2
1011	5.7145967	4.852781	19.501253	1
1012	78.80171	-15.216915	6.979365	4
1013	-50.6864	31.38937	17.109125	1
1014	68.61629	51.32507	73.003456	2
1015	80.65747	47.917988	8.517507	2
1016	-34.292797	10.4404	43.131638	1
1017	59.70023	70.11877	-10.345265	2
1018	93.66975	38.74075	8.165234	2
1019	96.621635	37.63449	-3.4915485	2
1020	42.354668	71.238556	0.43379703	2
1021	86.088554	37.597763	2.7720556	2
1022	38.2177	77.79506	-3.1503909	2
1023	-65.89299	57.86596	13.961042	6
1024	77.17253	53.486164	18.997147	2
1025	94.63752	54.52574	4.0864363	2
1026	55.822792	68.66276	-0.8596516	2
1027	63.28646	81.07441	7.9137983	2
1028	93.80945	44.846767	0.359982	2
1029	39.66454	63.938667	-12.441138	2
1030	-13.896199	-7.936364	42.28851	1
1031	-31.734802	-0.2243329	39.390175	1
1032	84.944214	52.707127	-4.1417856	2
1033	56.914516	78.919174	12.120525	2
1034	84.320595	48.449604	-12.801905	2
1035	90.621605	51.41571	16.044868	2
1036	79.43403	44.21382	14.901613	2
1037	59.323116	75.63548	-1.2309427	2
1038	51.421833	-18.941053	53.717968	4
1039	-31.088223	-18.05061	85.54949	1
1040	40.335747	-9.180307	-53.564957	0
1041	55.425613	-42.55958	-45.991634	0
1042	41.651096	-19.197412	-37.216984	0
1043	42.980007	-8.264783	-33.42813	0
1044	47.287075	-33.659573	-32.452164	0
1045	-25.4752	15.258486	28.97433	1
1046	50.797897	-23.369816	-47.51766	0
1047	-42.181313	29.136429	48.90622	1
1048	50.663353	-34.374763	-49.803753	0
1049	-80.76941	9.1211195	35.4123	1
