	tsne1	tsne2	tsne3	cluster
227	-52.1627	27.529068	-17.01473	5
228	-47.825394	52.503525	-31.676691	6
229	-19.652052	52.25792	-68.30257	6
230	-75.52296	62.44924	-23.436203	6
231	37.612896	12.528831	-53.97823	0
232	-36.919952	28.324038	-30.743166	5
233	-38.02019	51.318253	-35.173824	6
234	-6.4020925	32.63056	-5.2706327	6
235	48.15876	-26.39212	2.3429945	4
236	-80.44635	45.918663	-34.81425	5
237	-64.965805	39.475803	-16.807814	6
238	12.752464	9.349228	-40.856995	0
239	-41.53779	53.39582	30.783613	1
240	3.2287307	-9.250259	-62.824253	0
241	10.529495	-54.395683	-5.7567096	3
242	-38.280243	16.373394	19.745394	1
243	-38.58443	-23.02962	-1.3903215	3
244	-90.97412	-16.11806	23.391582	1
245	-4.448534	-14.716758	-99.382385	5
246	17.573902	6.7730165	-53.879955	0
247	-2.022869	-52.215263	-27.342665	3
248	-14.643972	37.3373	-74.54101	5
249	4.6394563	-47.000042	-14.421406	3
250	0.09092031	24.469236	-22.672815	6
251	-11.180307	-16.912573	-97.20731	5
252	-11.55524	19.61819	-2.0083032	6
253	30.157875	-33.06656	-83.75836	0
254	-50.79116	58.434586	-24.521036	6
255	3.5902941	-0.14040554	-51.545647	0
256	22.987356	13.333606	-75.727715	0
257	4.811049	15.269169	-64.684875	0
258	-7.8806305	-7.5172153	-2.6951318	0
259	-3.7432857	9.8048725	-15.242626	0
260	-57.708824	56.003498	-2.0391326	6
261	55.746075	-24.269518	18.999731	4
262	-58.572624	50.369156	-14.224347	6
263	-2.852366	20.33274	-41.336655	5
264	-14.818947	25.913288	31.56666	1
265	-48.85101	58.535313	-41.496895	6
266	-11.759131	-28.130781	28.301222	3
267	53.849415	-21.800913	-13.641601	0
268	49.73026	-40.756676	-13.501164	0
269	-14.364724	3.2516108	-40.97646	5
270	-4.1536093	19.69059	-64.26369	5
271	8.302296	38.04531	-75.53944	6
272	-52.66486	56.16039	11.82101	6
273	36.3847	-10.032899	-83.07414	0
274	26.34132	-50.586666	11.712542	4
275	38.44473	44.55027	85.6175	2
276	-3.6080062	-75.73574	41.97504	3
277	2.6961558	-65.30255	35.982048	3
278	-6.6859784	33.334717	16.661257	1
279	-23.084557	15.989579	45.252407	1
280	15.557611	-71.89584	32.865654	4
281	-46.462685	81.09944	-38.3993	6
282	18.58001	22.867922	51.93813	2
283	-65.477394	-73.35351	14.840159	3
284	15.040556	59.583946	-47.11748	6
285	15.326382	-71.74164	40.66788	4
286	-60.086308	-62.795197	46.912422	3
287	23.236794	84.4432	19.109653	2
288	-12.5330515	51.507015	55.13152	1
289	-65.27872	75.507095	22.266659	6
290	31.153147	67.16585	-65.18917	6
291	31.783194	17.049076	80.10948	2
292	-1.890918	84.67623	46.887405	2
293	38.532158	29.92208	86.26904	2
294	-9.598798	86.76939	40.528244	6
295	6.9659495	61.91107	29.187037	2
296	14.559531	-36.683693	39.387516	4
297	61.249332	33.638607	73.78549	2
298	56.319416	-13.39086	35.559155	4
299	-33.9832	39.23341	-42.409134	6
300	3.2214043	16.954304	-6.191014	0
301	8.655281	-46.722977	7.7531075	3
302	-0.0052587884	-0.5914497	-79.44836	5
303	1.5187963	24.336826	-48.86843	5
304	-4.2571373	-11.430682	-42.41943	0
305	-0.5077812	52.5443	-73.61886	6
306	-26.492912	30.96671	-44.36942	5
307	-2.016889	4.11376	-2.134297	0
308	-42.816692	20.111551	-44.676327	5
309	16.18439	0.5335461	-11.70484	0
310	4.1761427	-28.301252	-41.495846	0
311	-57.557312	-15.84373	-60.513725	5
312	10.577559	-50.48098	-29.359436	0
313	-61.4271	-7.9675336	-81.05998	5
314	-61.44671	13.832546	-51.917725	5
315	-80.006035	-14.288135	-39.5645	5
316	-61.04382	-21.442303	-64.20749	5
317	-32.44829	-30.896784	-79.015755	5
318	23.50087	-42.85937	-61.10104	0
319	-72.14991	-18.25763	-22.320284	5
320	-60.826378	-30.505531	5.136456	3
321	14.815568	-34.545643	-23.260502	0
322	-14.215339	-47.751038	-86.200134	5
323	26.313356	-23.912697	-64.60819	0
324	21.071363	-11.7043705	-31.950525	0
325	-45.512115	5.028124	-59.94823	5
326	-8.430407	-34.354595	-32.854866	0
327	-2.0870302	-18.531487	-32.572926	0
328	-68.26944	-11.817443	-78.67804	5
329	16.98143	-24.385931	-59.57514	0
330	8.254007	-31.482723	-66.341156	0
331	-73.74678	8.383965	-23.993773	5
332	-1.9598672	-51.951004	-45.168255	0
333	27.953136	-43.2327	-42.549454	0
334	-42.56559	-15.292346	-74.81064	5
335	-43.341717	13.640169	1.5567894	1
336	15.5240135	-35.523285	-48.527374	0
337	-33.458042	2.7420716	-36.30268	5
338	-36.859547	-10.185701	-57.2268	5
339	4.521968	-19.749538	-14.227367	0
340	-62.011562	11.352892	-8.430324	5
341	3.2603743	-38.77995	-40.244274	0
342	-55.56394	-19.452213	-29.285158	5
343	29.769419	-29.263155	-48.169376	0
344	-33.03226	6.133762	-60.649387	5
345	-5.7787595	-25.200783	-20.97297	0
346	-29.104744	-10.00753	-5.225213	5
347	-52.056152	-0.6492832	-43.63596	5
348	1.7317368	-41.894897	-26.553528	0
349	15.921009	-23.414135	-15.517922	0
350	-5.931582	-32.689793	-47.114113	0
351	4.6751866	-25.302082	-21.658546	0
352	4.7452326	-32.99693	-13.632198	0
353	6.288812	-24.020424	-54.49021	0
354	6.127779	-29.829914	-30.024977	0
355	2.6808395	-12.170813	-22.138546	0
356	-65.42241	-45.431835	-38.457726	5
357	-31.272516	-12.336612	8.943295	1
358	-47.802402	6.122456	-27.954798	5
359	-79.95142	10.322699	-27.479305	5
360	35.682903	3.6401732	-22.342361	0
361	-28.084982	-5.8058753	-32.434963	5
362	-66.32849	3.6660874	-54.295933	5
363	-21.3893	-12.536754	-39.31973	5
364	17.643286	-27.536999	-36.339645	0
365	-16.260695	-18.392838	2.5466278	3
366	-39.9085	-0.3714528	-11.487321	5
367	9.869814	-16.955498	-41.99291	0
368	-71.254906	-28.181606	-29.651094	5
369	-12.383598	-3.410521	-15.770569	5
370	-49.381035	3.2012727	-66.521126	5
371	13.357822	-41.164043	-56.55981	0
372	-74.90283	-19.872845	-61.995872	5
373	20.285786	22.69705	-29.559795	0
374	-57.124847	-15.677518	-44.49261	5
375	-53.687336	-14.8254175	-80.37487	5
376	-77.08375	-24.470858	-39.493336	5
377	-52.30204	-7.36238	-20.410082	5
378	-41.67056	-25.550135	-55.26823	5
379	27.948145	-29.91954	-14.231378	0
380	-18.29093	-27.833527	-29.51883	5
381	-44.396805	-22.26858	-18.067978	5
382	-60.80633	5.449253	-47.891426	5
383	24.548588	-21.836964	-24.237146	0
384	-80.120094	-11.576595	-25.40839	5
385	-10.344929	-42.40053	-79.6737	5
386	-37.237873	-10.720678	-27.158215	5
387	-50.67534	-5.7266364	4.8927145	1
388	-71.86371	6.6772733	-47.48279	5
389	-50.123795	-31.334768	-40.887188	5
390	-13.940816	-38.347942	-52.25566	5
391	19.566	-10.704255	-52.772808	0
392	-78.11313	-26.680359	-62.025154	5
393	-52.899242	10.625196	-7.2155766	5
394	26.737085	-33.7636	-27.901176	0
395	-46.962826	-15.948906	-40.30124	5
396	-77.38784	-24.046993	-27.750938	5
397	-10.043833	-28.209763	-59.76084	5
398	4.9039474	-43.221336	-52.56926	0
399	-20.04457	4.2130203	-7.8643126	5
400	17.892605	-42.581017	-36.6053	0
401	-60.223675	-3.7745082	-30.444681	5
402	-36.66011	-1.1465331	5.1021514	1
403	-30.353365	-28.642256	-53.963676	5
404	-64.37874	-42.05557	-46.725414	5
405	-79.562965	-31.9935	-21.667252	5
406	-52.614277	-41.20096	-65.124275	5
407	13.387483	-52.442566	-47.30694	0
408	-68.69392	-9.227519	-57.241955	5
409	-56.603943	-20.924881	-83.95032	5
410	4.452596	-34.88606	-0.3931964	3
411	-33.454994	-5.239685	-48.286354	5
412	-85.19518	-9.021167	-42.33674	5
413	10.465465	-19.616982	-26.734957	0
414	-58.25655	-37.99883	-44.38451	5
415	22.55545	-12.94164	-7.6255393	0
416	-41.55702	-33.91998	-31.994238	5
417	-49.821075	-47.182583	-70.19171	5
418	-66.346306	-16.708069	-14.004643	5
419	-3.7868192	-13.906032	-11.979526	0
420	-0.9681164	-46.137802	-61.13353	0
421	36.833523	-26.079971	-21.654491	0
422	-65.91116	-10.420261	34.318714	1
423	15.691981	-36.054905	19.95473	4
424	-11.783919	2.1513953	40.67624	1
425	-63.30589	42.781883	53.195988	1
426	31.46236	-17.991776	50.23083	4
427	39.76202	-90.537926	23.882574	4
428	32.3572	-57.208088	17.624054	4
429	33.894188	-80.985306	25.43186	4
430	28.835125	-32.775116	81.38879	4
431	28.890564	-91.179886	27.874056	4
432	37.381847	-87.02043	34.444897	4
433	39.76202	-90.537926	23.882574	4
434	39.76202	-90.537926	23.882574	4
435	37.381847	-87.02043	34.444897	4
436	10.961847	-16.740747	37.01497	4
437	-0.6070325	77.83604	24.843742	6
438	29.323832	9.029115	56.826	2
439	63.771988	10.186192	-7.5762353	2
440	41.69798	-3.7518878	51.050434	4
441	20.066074	-52.505306	48.034306	4
442	44.660767	43.619507	45.27421	2
443	68.98835	8.638845	11.974297	2
444	68.66354	-0.07809825	32.248196	2
445	21.876501	-69.73242	65.094	4
446	25.769001	-62.9632	69.01008	4
447	18.282421	-64.33844	72.13312	4
448	17.515263	53.527245	38.561356	2
449	29.847404	25.691757	73.77909	2
450	-3.1539023	33.55525	78.36355	1
451	62.343697	0.4402052	19.398561	2
452	17.171782	-36.036205	3.1888661	4
453	-33.376392	66.09865	-9.791168	6
454	4.238376	24.723822	-93.76463	5
455	-14.737741	-15.41512	-26.913534	5
456	35.294987	24.100418	-9.696283	2
457	47.81059	27.618515	-1.3984036	2
458	13.170731	-12.499354	53.535744	4
459	69.74638	-2.871189	-47.11032	0
460	38.396908	44.833485	69.51783	2
461	40.8696	-17.439291	39.026478	4
462	-23.792097	82.304924	23.859964	6
463	-36.404835	11.159194	58.909683	1
464	-5.4951935	73.6981	49.978317	1
465	41.758255	6.166299	70.83483	2
466	36.280006	77.27746	46.55338	2
467	55.167168	21.076014	51.502098	2
468	31.463526	62.4739	21.181631	2
469	33.704456	-38.825703	82.74765	4
470	46.513927	3.6045012	-68.559364	0
471	-15.414424	12.72759	68.8649	1
472	-16.541548	22.106255	61.652702	1
473	86.16646	-58.236774	-8.030461	4
474	18.63917	-18.180107	62.896736	4
475	80.27118	-52.595394	-3.9813519	4
476	80.424835	19.835611	36.095436	2
477	89.815895	22.054012	27.470499	2
478	83.300995	11.233514	40.020107	2
479	43.144264	-65.87852	-11.628638	0
480	43.737	-88.686714	-34.427246	0
481	50.86676	-83.83959	-32.71274	0
482	33.40515	-63.158436	-23.730835	0
483	41.89494	-59.828953	-46.72702	0
484	46.58248	-69.42823	0.44342625	4
485	53.32247	-67.67285	-2.4258935	4
486	42.89121	-65.7205	-28.709482	0
487	24.146824	-70.35726	-14.491958	3
488	38.39292	-64.65161	-38.806133	0
489	29.664421	-61.985172	-15.72157	0
490	45.990444	-82.134476	-39.910095	0
491	19.424578	-63.79114	-26.820572	0
492	39.778225	-86.07631	-14.779707	3
493	18.967665	-50.619427	-19.503643	0
494	-22.371014	-67.90773	-9.521708	3
495	-47.039192	-68.103745	24.443882	3
496	1.1952918	-88.25639	-54.12714	3
497	-26.759407	-35.489773	8.0493145	3
498	22.858044	-69.091194	5.470137	3
499	21.022663	-94.28064	-2.1692588	3
500	-39.529076	-79.99138	14.599386	3
501	1.9004251	-63.57661	-16.112646	3
502	17.846586	-101.08364	-26.17464	3
503	-3.9383974	-79.9189	-48.26296	3
504	61.61925	-56.93192	-30.501453	0
505	-12.871956	-82.28447	-12.153114	3
506	29.335243	-74.699615	-26.499203	0
507	45.212826	-84.9834	-9.904595	4
508	67.526474	-64.2307	-31.253077	0
509	14.993668	-94.84299	-10.9045725	3
510	-63.42185	-54.558582	13.642003	3
511	67.526474	-64.2307	-31.253077	0
512	63.847343	-62.047066	-22.23937	0
513	1.0701381	-93.03208	15.560538	3
514	19.250353	-111.05349	-17.035353	3
515	-11.702324	-62.438175	19.514069	3
516	-9.193936	-65.43783	-70.74762	0
517	-4.1917095	-57.58256	3.2782671	3
518	-0.9889008	-95.64138	-15.428224	3
519	-18.092075	-87.068016	18.61792	3
520	-10.326832	-100.071655	-2.280876	3
521	-15.276082	-97.56573	-19.874538	3
522	-36.419395	-93.35248	12.882014	3
523	6.2841897	-105.114815	-4.889856	3
524	-15.77535	-50.01887	9.440217	3
525	-15.148774	-84.50169	50.662766	3
526	-7.316976	-46.619354	-4.8956723	3
527	-16.10875	-82.163925	-31.939716	3
528	-8.384286	-73.15199	0.85882866	3
529	-29.56504	-79.37057	-3.392385	3
530	1.6183758	-76.99842	9.4560175	3
531	-18.135328	-32.643497	2.0224538	3
532	-52.025654	-43.893326	44.94931	3
533	-12.324978	-69.145485	-24.29812	3
534	-50.738323	-77.44759	-30.132078	3
535	-7.5609903	-99.49384	15.511539	3
536	-17.684074	-32.271698	13.302374	3
537	-2.6206074	-114.00071	-16.579477	3
538	-4.1442304	-80.602036	21.829292	3
539	15.503179	-100.25055	11.551568	3
540	-36.23315	-38.90697	0.58600944	3
541	-28.945108	-99.08498	-6.4141955	3
542	-0.5922935	-84.95338	-7.273025	3
543	-13.895538	-79.33198	-54.19477	3
544	-17.087208	-40.281563	-7.3047423	3
545	-67.904335	-41.501904	31.13767	3
546	13.603373	-111.31428	-22.796062	3
547	5.746488	-90.3266	-13.552183	3
548	-39.44636	-64.60426	-25.42154	3
549	-2.112452	-90.22101	2.1881714	3
550	-5.4910064	-80.20157	-37.86225	3
551	-31.358006	-56.768547	-16.330109	3
552	-44.447758	-56.544567	-9.282625	3
553	-7.0239744	-66.674675	-8.098025	3
554	-41.042896	-79.49786	-24.354267	3
555	-6.684079	-84.788536	12.948568	3
556	-31.434898	-50.92151	-34.173943	3
557	4.1915736	-69.617096	-54.495205	0
558	-50.818924	-46.22644	5.805541	3
559	-29.245083	-68.88446	41.867836	3
560	6.5873423	-74.74368	-5.792163	3
561	-42.380116	-66.904854	-13.075879	3
562	-26.267338	-106.720345	13.296056	3
563	-18.62296	-58.988785	-50.17826	3
564	-23.252365	-33.026886	-37.297874	5
565	26.275993	-66.77662	-63.84565	0
566	12.442762	-87.34536	-36.304676	3
567	21.199583	-75.40991	-63.308712	0
568	-15.956226	-81.85991	38.91729	3
569	-50.01682	-31.546953	18.3364	3
570	-59.06002	-84.32016	33.76731	3
571	9.730535	-85.76293	3.4577708	3
572	-9.129317	-38.064613	-18.25473	3
573	-39.722244	-65.93911	43.095737	3
574	-56.106754	-34.08251	24.444248	3
575	-59.991253	-54.77916	3.381841	3
576	-22.35219	-55.21694	47.839268	3
577	2.5358264	-80.9586	-19.622145	3
578	-22.898045	-46.196144	-24.100342	3
579	-33.648186	-75.53919	-13.030361	3
580	-22.361761	-73.795334	-18.827196	3
581	-31.228363	-42.767185	16.72093	3
582	-17.159346	-56.335983	-2.5194933	3
583	-37.081795	-65.097244	0.6233721	3
584	-14.071456	-89.62472	2.11397	3
585	-24.492804	-81.88337	43.339096	3
586	-30.907936	-66.99945	24.689886	3
587	-0.95269585	-97.73217	-26.131493	3
588	-30.30824	-85.01717	-23.065207	3
589	42.82565	-12.862279	24.968552	4
590	-6.215662	60.371468	57.16403	1
591	-31.677158	64.695786	-42.555115	6
592	48.051056	33.639046	74.31755	2
593	46.65648	36.22654	60.87369	2
594	81.7542	-30.738623	-2.2817852	4
595	5.299993	-12.289493	61.34963	4
596	34.310818	37.688305	-27.219635	0
597	-36.658657	65.12019	45.64971	1
598	-6.990675	-28.247755	-6.200686	3
599	-27.139368	99.02514	0.9234861	6
600	70.93511	-17.771275	23.191538	4
601	51.09724	-10.357811	12.116608	4
602	-9.4254675	-55.08591	37.776226	3
603	-3.4277017	-37.835518	5.6403875	3
604	-72.29263	83.03489	-21.092194	6
605	-62.899628	80.27116	-16.772224	6
606	-34.288567	91.82969	-6.367989	6
607	-41.105545	87.3617	0.7204816	6
608	64.44814	29.616411	0.09864413	2
609	2.4362705	73.12182	16.372526	6
610	86.22425	-26.731953	24.826403	4
611	83.23212	5.0945444	12.925372	2
612	34.327747	7.6591845	36.775158	2
613	47.810024	1.501387	37.31096	2
614	8.090369	-0.65245825	51.921623	1
615	16.072403	-54.47027	-80.119316	0
616	24.675268	35.445248	82.05753	2
617	23.50909	36.25347	67.638275	2
618	-24.72053	106.22229	9.080166	6
619	9.76702	42.849052	54.055996	2
620	64.30453	51.709408	54.72503	2
621	46.266006	30.350014	52.246426	2
622	-30.048218	51.648884	40.93087	1
623	-27.559103	48.150127	56.781776	1
624	75.377754	35.94642	47.637054	2
625	-91.82808	-26.245354	-1.9922334	5
626	43.271244	54.381588	-15.120746	2
627	-16.454105	32.841934	-40.620235	6
628	10.794324	-43.275265	64.61951	4
629	27.492191	21.39402	46.370525	2
630	-23.75253	76.03464	53.297813	1
631	4.6778073	49.81318	71.59051	2
632	65.07787	34.655136	57.807037	2
633	36.503708	33.09388	67.4104	2
634	-20.710213	74.35486	44.852886	1
635	32.293133	25.715687	60.00012	2
636	35.471348	35.430367	75.883354	2
637	42.84145	56.431946	75.22333	2
638	19.659857	66.3658	23.516018	2
639	35.649845	-29.534338	46.153954	4
640	0.469537	58.25273	61.913322	1
641	-21.316732	61.3851	54.20067	1
642	34.879192	50.605824	55.703587	2
643	-27.847906	-44.220776	-65.91201	5
644	-16.81075	59.0827	69.19351	1
645	42.042797	22.7447	69.562836	2
646	-12.83126	57.27591	77.28297	1
647	19.223097	23.930494	93.252525	2
648	43.909573	16.170954	56.60332	2
649	3.8263965	-27.355713	30.160637	4
650	-54.90177	53.903637	24.351904	1
651	-68.141914	7.084865	-64.657745	5
652	-70.04216	-66.58407	-3.3401518	3
653	-32.429638	52.86888	-14.488427	6
654	9.1764965	19.88947	21.743803	2
655	-18.224365	-18.637527	-47.21825	5
656	10.204535	24.003555	5.448821	2
657	-20.836226	33.91975	2.4635131	6
658	30.376884	-15.434761	-38.76219	0
659	61.918884	56.858814	-24.503569	2
660	-12.783661	71.930466	-18.039768	6
661	-53.081345	34.81818	-27.637503	5
662	60.288036	40.264496	-15.429277	2
663	55.781776	46.0065	1.1601803	2
664	-40.135067	23.686676	-0.6817828	1
